,org_uuid,org_name,domain,status,founded_on,category_list,category_groups_list,country_code,city,short_description,earliest_funding,time_first_funding,seed_funding,seed_funding_log,series_a_funding_date,time_till_series_a,series_a_funding,series_a_funding_log,seed_n_rounds,series_a_n_rounds,angel_n_rounds,pre_seed_n_rounds,success_flag,time_first_funding_normalised,seed_funding_normalised,series_a_funding_normalised,time_till_series_a_normalised
14,4be2e687-e887-453d-9603-62ed948d6e04,SMEO,smeo.pl,operating,2016-01-01,"Financial Services,FinTech",Financial Services,POL,Warsaw,"SMEO offers online factoring services for micro, small and medium businesses.",,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.41042067051035663,0.0,0.0,0.3236693091732729
15,c074f0cf-58fa-482f-5724-a9e25764cbc6,TheBank,thebank.vn,operating,2013-01-01,"Banking,Financial Services,Payments","Financial Services,Lending and Investments,Payments",VNM,Hanoi,TheBank Provides account services to customers by receiving deposits and loan payments.,2019-01-28,2218 days,0.0,0.0,2021-10-22,3216 days,5000000.0,6.698970004336019,1.0,1.0,0.0,0.0,0,0.4736280162289131,0.0,0.0033206499999701143,0.7284258210645527
16,0bf1c480-aa4f-0112-1ab1-e085c20954ed,Kasha,kasha.co,operating,2016-01-01,"Consumer Goods,E-Commerce,Retail,Retail Technology,Wellness,Women's","Commerce and Shopping,Community and Lifestyle,Consumer Goods,Hardware,Health Care,Software",KEN,Nairobi,Kasha is a platform for women’s health products and information serving women across all socioeconomic levels in urban and rural areas.,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.41042067051035663,0.0,0.0,0.3236693091732729
17,380062a6-0986-4ead-b809-985ec90993db,Pula Advisors,pula-advisors.com,operating,2014-01-01,"Agriculture,Information Technology,Insurance,Service Industry","Agriculture and Farming,Financial Services,Information Technology,Other",KEN,Nairobi,Pula Advisors is a agricultural insurance and technology company.,2020-10-01,2465 days,1000000.0,6.0,2021-01-26,2582 days,6000000.0,6.778151250383644,1.0,1.0,0.0,0.0,0,0.5263719837710868,0.0022222222222222222,0.0039847799999641375,0.5848244620611551
18,9a5c996d-7be4-5925-09cd-dafe43cb6744,Properati,properati.com,operating,2012-01-01,"E-Commerce,Mobile,Real Estate","Commerce and Shopping,Mobile,Real Estate",ARG,Buenos Aires,Properati is an online and mobile property platform for the real estate market.,2013-03-04,428 days,225000.0,5.352182518111363,2014-10-08,1011 days,2000000.0,6.301029995663981,2.0,1.0,0.0,0.0,0,0.09139440529575059,0.0005,0.0013282599999880457,0.2289920724801812
19,a83d4fd5-58da-4751-8175-6d2ff245bf01,MioTech,miotech.com,operating,2016-01-01,"Analytics,Artificial Intelligence,Finance,Financial Services,FinTech,Software","Artificial Intelligence,Data and Analytics,Financial Services,Science and Engineering,Software",HKG,Sheung Wan,MioTech is an artificial intelligence platform that empowers financial institutions to draw actionable insights on their data.,2017-10-11,649 days,0.0,0.0,2017-10-11,649 days,7000000.0,6.845098040014257,1.0,2.0,0.0,0.0,0,0.13858637625453768,0.0,0.00464890999995816,0.14699886749716876
20,8fcd645e-6640-262b-dce3-59979eb0ca45,IP Fabric,ipfabric.io,operating,2015-08-10,"Big Data,Cloud Infrastructure,Communications Infrastructure,IT Infrastructure,Network Security,Predictive Analytics","Artificial Intelligence,Data and Analytics,Hardware,Information Technology,Internet Services,Privacy and Security,Software",CZE,Prague-vinohrady,"IP Fabric develops Automated Network Assurance Platform, uncovering risks and threats before they occur by simulating global networks.",2017-04-04,603 days,1387079.0,6.142101196680367,2020-09-22,1870 days,4097252.0,6.6124926758993885,2.0,1.0,0.0,1.0,0,0.1287636130685458,0.0030823977777777777,0.00272110797073551,0.42355605889014725
21,60baf448-bed8-5d25-c130-93491a65c858,SentiOne,sentione.com,operating,2011-01-01,"Analytics,Artificial Intelligence,Big Data,Customer Service,Machine Learning,Natural Language Processing,Software","Artificial Intelligence,Data and Analytics,Other,Professional Services,Science and Engineering,Software",POL,Gdansk,Conversational AI Platform - Discover customer service automation with next-generation chatbots,2011-12-29,362 days,3430000.0,6.535294120042771,,,0.0,0.0,1.0,0.0,0.0,2.0,0,0.07730087550715353,0.007622222222222222,0.0,0.39026047565118915
22,0dca9ea2-7357-8d15-8589-8a5cd058828e,ThreatMark,threatmark.com,operating,2015-07-02,"Banking,Cyber Security,FinTech,Fraud Detection,PaaS,Payments,SaaS","Financial Services,Information Technology,Lending and Investments,Payments,Privacy and Security,Software",CZE,Brno,ThreatMark brings trust to the digital world by providing cutting-edge fraud prevention solutions.,2018-03-14,986 days,0.0,0.0,2018-03-14,986 days,3500000.0,6.544068044350276,0.0,1.0,0.0,2.0,0,0.21054879350843475,0.0,0.00232445499997908,0.2233295583238958
23,4f276e3a-363f-ca07-ae37-fe35e8494f2f,Tutenlabs,tutenlabs.com,operating,2015-01-01,"Customer Service,Field Support,Internet,SaaS,Software","Internet Services,Other,Professional Services,Software",CHL,Santiago,Tutenlabs offers SaaS solutions and digital transformation advisory for Mobile Workforce and Field Service Management,2015-06-30,180 days,100000.0,5.0,2019-08-27,1699 days,750000.0,5.8750612633917,1.0,1.0,0.0,0.0,0,0.03843689942344651,0.0002222222222222222,0.0004980974999955172,0.38482446206115517
24,b4bdb4d9-ad2d-45cf-8cee-db9c877695c2,Choice Holdings,choiceholding.com,operating,2013-01-01,Electronics,"Consumer Electronics,Hardware",LUX,Luxembourg,CHOICE Revenue Intelligence is the only proven revenue assurance solution for energy and waterutilities in emerging markets,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.41042067051035663,0.0,0.0,0.3236693091732729
25,4500fbf0-9334-53b1-d496-19022763c001,Truevo,truevo.com,operating,2012-01-01,"Credit Cards,Debit Cards,Fraud Detection,Mobile Payments,Payments,Transaction Processing","Financial Services,Lending and Investments,Mobile,Payments,Privacy and Security,Software",MLT,Naxxar,"Truevo Payments is a licensed financial institution which offers secure E-Commerce, Mobile POS and Virtual POS card payment services.",2014-02-20,781 days,3962216.0,6.597938147389072,2018-09-29,2463 days,3222130.0,6.508143058474167,1.0,1.0,0.0,0.0,0,0.1667734358317318,0.008804924444444443,0.0021399131968807407,0.5578708946772367
26,0b591687-fad2-c746-bf90-933e05b64eee,Africa's Talking,africastalking.com,operating,2010-01-01,"Developer APIs,Information Technology,Mobile,Telecommunications","Hardware,Information Technology,Mobile,Software",KEN,Nairobi,"Africa's Talking, a mobile solutions firm integrating reliable two-way SMS, voice, and USSD functionality across mobile providers in Africa.",2013-05-16,1231 days,20000.0,4.301029995663981,2017-09-08,2807 days,8600000.0,6.9344984512435675,1.0,2.0,0.0,0.0,0,0.2628656843903481,4.444444444444444e-05,0.005711517999948596,0.6357870894677237
27,f266d036-9513-4a1a-8dba-f534715b8c02,Zooba eats Egypt,zoobaeats.com,operating,2012-01-01,"Food and Beverage,Restaurants",Food and Beverage,EGY,Cairo,Zooba Eats is an online platform serving our take on a few Egyptian street food staples.,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.41042067051035663,0.0,0.0,0.3236693091732729
28,94b6234b-56d4-43dc-91f4-665ae48281b8,Finabro,finabro.at,operating,2016-01-01,"Banking,Finance,Financial Services,FinTech","Financial Services,Lending and Investments",AUT,Vienna,FINABRO is your consultant for saving & investing!,2019-04-26,1211 days,6396157.0,6.80591911539265,,,0.0,0.0,2.0,0.0,0.0,0.0,0,0.2585949177877429,0.014213682222222222,0.0,0.4697168742921858
29,57353947-75b8-4675-9e9a-7216dc20aa41,Upstream Medical Technologies,upstreamdx.com,operating,2015-01-01,"Health Care,Medical",Health Care,NZL,Seacliff,Upstream Medical Technologies is a medical diagnostics company specializing in cardiovascular disease testing.,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.41042067051035663,0.0,0.0,0.3236693091732729
30,c6075a77-b175-8032-fc6f-c7970bc7a014,UpHill,uphillhealth.com,operating,2015-04-01,"Health Care,Medical Device,mHealth","Health Care,Mobile",PRT,Lisbon,The pathway to the best care,2021-09-14,2358 days,4134023.0,6.61637288853348,,,0.0,0.0,1.0,0.0,0.0,0.0,0,0.5035233824471492,0.009186717777777777,0.0,0.6586636466591166
31,db4a31a0-94c6-557e-93a1-95f185711ad2,Intowow Innovation,intowow.com,operating,2014-06-01,"Advertising,Internet,Mobile,Video","Advertising,Internet Services,Media and Entertainment,Mobile,Sales and Marketing,Video",TWN,Taipei,Intowow Innovation is devoted to the fundamental innovation of mobile video advertising.,2017-04-05,1039 days,0.0,0.0,2017-04-05,1039 days,5000000.0,6.698970004336019,0.0,1.0,0.0,0.0,0,0.22186632500533846,0.0,0.0033206499999701143,0.23533408833522085
32,cab0273f-11d2-47df-a42b-739c3a61c001,AdScanner,adscanner.tv,operating,2012-01-01,"Advertising,Facial Recognition,Market Research","Advertising,Data and Analytics,Design,Sales and Marketing,Software",HRV,Zagreb,"AdScanner made its mission to empower data-driven TV advertising to increase effectiveness, transparency.",2019-12-12,2902 days,4965401.0,6.695954327364108,2022-10-07,3932 days,4991898.0,6.698265702778189,2.0,1.0,0.0,0.0,0,0.6196882340380098,0.011034224444444444,0.003315269218710163,0.8906002265005662
33,16baa5c5-b88a-19f7-428e-653ee719a9c0,RSK Labs,rsk.co,operating,2014-01-01,"Bitcoin,Financial Services,Internet,Software","Financial Services,Internet Services,Payments,Software",ARG,Buenos Aires,RSK is the first open-source smart contract platform,2016-03-22,811 days,7265500.0,6.861265507108771,,,0.0,0.0,7.0,0.0,0.0,0.0,0,0.17317958573563955,0.016145555555555555,0.0,0.6675424688561721
34,c0eb1256-74e8-5646-e7d8-f81438ff3f7a,Turismocity,turismocity.com.ar,operating,2013-09-10,"Internet,Leisure,Search Engine,Travel","Community and Lifestyle,Internet Services,Travel and Tourism",ARG,Buenos Aires,Turismocity is the largest travel search engine for Latin America.,2021-10-18,2960 days,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0,0.6320734571855648,0.0,0.0,0.6499660249150623
35,c6ee907f-bef3-4e48-b70b-944a835b5153,Paps,paps.sn,operating,2016-01-01,"Courier Service,Delivery,E-Commerce,E-Commerce Platforms,Logistics,Scheduling,Supply Chain Management,Transportation","Administrative Services,Commerce and Shopping,Information Technology,Internet Services,Software,Transportation",SEN,Dakar,Paps is a logistics and delivery company that offers innovative distribution and delivery solutions to companies and merchants.,2021-05-18,1964 days,5700000.0,6.7558748556724915,,,0.0,0.0,2.0,0.0,0.0,0.0,0,0.41938928037582746,0.012666666666666666,0.0,0.5572819932049831
36,84cc2f61-c958-4f2c-bfa3-2ccc772c1436,aetherAI,aetherai.com,operating,2015-10-07,"Artificial Intelligence,Health Care,Health Diagnostics,Medical Device,Software","Artificial Intelligence,Data and Analytics,Health Care,Science and Engineering,Software",TWN,Taipei,aetherAI is a medical image AI company that focuses on improving digital pathology.,2019-04-29,1300 days,1100000.0,6.041392685158225,2020-05-02,1669 days,6000000.0,6.778151250383644,1.0,1.0,0.0,0.0,0,0.2775998291693359,0.0024444444444444444,0.0039847799999641375,0.3780294450736127
37,482ad93f-406c-af59-b8f3-49c08b569aff,IDCloudHost,idcloudhost.com,operating,2015-05-05,"Cloud Computing,Network Security","Information Technology,Internet Services,Privacy and Security,Software",IDN,Jakarta,IDCloudHost is a Cloud Hosting service designed for customer needs and also builds an abstraction of complex infrastructure in a service.,2021-03-24,2150 days,5000000.0,6.698970004336019,,,0.0,0.0,1.0,0.0,0.0,0.0,0,0.4591074097800555,0.01111111111111111,0.0,0.561132502831257
38,5fee73a8-cc28-4060-b903-3b59f5f73598,Advotics,advotics.com,operating,2016-01-01,"Analytics,Software","Data and Analytics,Software",IDN,Kedoya Selatan,Advotics is an Indonesian offline-to-offline analytics platform.,2019-05-14,1229 days,2700000.0,6.431363764158987,,,0.0,0.0,1.0,0.0,0.0,0.0,0,0.26243860773008754,0.006,0.0,0.37272933182332957
39,3eb195a0-cab1-3274-0e9f-4bb0f04762fd,Dawaai,dawaai.pk,operating,2013-01-01,"E-Commerce,Health Care,Internet,mHealth,Pharmaceutical","Commerce and Shopping,Health Care,Internet Services,Mobile",PAK,Karachi,Dawaai operates as a digital health platform with an online network of pharmacies and generic medicine.,2017-08-23,1695 days,850000.0,5.929418925714293,,,0.0,0.0,4.0,0.0,1.0,0.0,0,0.36194746957078794,0.0018888888888888887,0.0,0.6326160815402038
40,c0ab614a-b5b8-4efe-ad6a-68c0b411bf57,MO Technologies,wearemo.com,operating,2016-01-01,"Consumer Lending,Credit,Financial Services,FinTech,Information Technology,Payments","Financial Services,Information Technology,Lending and Investments,Payments",COL,Bogotá,"MO Tecnologies is moving technology forward for an inclusive, digital, and seamless financing.",,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.41042067051035663,0.0,0.0,0.3236693091732729
41,74ecf833-7d68-4cc8-aa83-8a5adf50649a,Altech Group,altech-rdc.com,operating,2013-01-01,"Energy,Power Grid,Renewable Energy","Energy,Sustainability",COD,Kinshasa,"Altech Group aims at expanding access to clean, renewable, and affordable energy both for poor-grid and off-grid households.",,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.41042067051035663,0.0,0.0,0.3236693091732729
42,5bec81f2-7d77-0a2d-8208-4aa6c253dade,SALESmanago,salesmanago.com,operating,2011-01-01,"Advertising,Analytics,Artificial Intelligence,CRM,E-Commerce,Email Marketing,Information Technology,Internet,SaaS,Software","Advertising,Artificial Intelligence,Commerce and Shopping,Data and Analytics,Information Technology,Internet Services,Sales and Marketing,Science and Engineering,Software",POL,Kraków,Customer Engagement Platform for impact-hungry eCommerce marketing teams.,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.41042067051035663,0.0,0.0,0.3236693091732729
43,df60684b-e9ba-5bf1-05b3-f67416dc94d9,Fibersail,fibersail.com,operating,2015-08-19,"Information Technology,Renewable Energy,Sensor,Software,Wind Energy","Energy,Hardware,Information Technology,Natural Resources,Software,Sustainability",PRT,Oporto,Fibersail is a Portuguese/Dutch startup that will make critical structures on wind turbines smarter and safer.,2016-04-02,227 days,6115833.0,6.786455617981504,,,0.0,0.0,3.0,0.0,0.0,0.0,0,0.04847320093956865,0.013590739999999999,0.0,0.4320724801812005
44,8aea914f-a4bc-9345-07eb-d70e5c9059e8,Omnix (M) Sdn BHD,omnixasia.com,operating,2011-10-03,"Communications Infrastructure,Wireless","Hardware,Mobile",MYS,Petaling Jaya,Omnix (M) Sdn BHD was established on 3rd Octo. 2011 to provide infrastructure solutions to licensed wireless operators throughout Malaysia.,2016-06-23,1725 days,0.0,0.0,2016-06-23,1725 days,5000000.0,6.698970004336019,0.0,1.0,0.0,0.0,0,0.3683536194746957,0.0,0.0033206499999701143,0.39071347678369195
45,93a92bce-63ca-302c-5d20-145c185f4305,BSD Education,bsd.education,operating,2013-09-01,"EdTech,Education,Information Technology,Software,STEM Education","Education,Information Technology,Science and Engineering,Software",,,"Integrate technology education with every teacher and student in every school with curriculum, software and training.",,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.41042067051035663,0.0,0.0,0.3236693091732729
46,080798cd-0c55-70c7-fe18-9d993fa774ae,Evologic Technologies,evologic-technologies.com,operating,2016-01-01,"Computer,Electronics,Information Technology","Consumer Electronics,Hardware,Information Technology",AUT,Vienna,We believe that living microbes are the key to meeting humanities needs of today without compromising the future.,2021-05-24,1970 days,3029374.0,6.481352893705727,,,0.0,0.0,1.0,0.0,0.0,0.0,0,0.420670510356609,0.006731942222222222,0.0,0.5065911664779162
47,79c520e7-35e8-b24a-f9a7-baaa5bbe7f12,ReserveOut,reserveout.com,operating,2012-01-01,"Recreation,Reservations,Restaurants","Events,Food and Beverage,Media and Entertainment,Sports",ARE,Dubai,ReserveOut is a free and real-time online restaurant reservations.,2016-02-02,1493 days,0.0,0.0,2016-02-02,1493 days,4100000.0,6.6127838567197355,0.0,2.0,0.0,0.0,0,0.31881272688447576,0.0,0.002722932999975494,0.3381653454133635
48,e1e3eb15-aeb2-262c-4aa3-3151e3eafcf2,Natufia,natufia.com,operating,2014-08-27,"Food and Beverage,Health Care,Intelligent Systems,Organic Food","Artificial Intelligence,Data and Analytics,Food and Beverage,Health Care,Science and Engineering",SAU,Jeddah,Natufia is a multi-awarded agri-technology provider that enables you to grow fresh plants and herbs all year-round.,2018-05-28,1370 days,1320000.0,6.12057393120585,2021-02-23,2372 days,3500000.0,6.544068044350276,4.0,1.0,0.0,0.0,0,0.292547512278454,0.0029333333333333334,0.00232445499997908,0.5372593431483579
49,aedf5512-032d-feab-df1f-7de5e94804ae,UTURN Entertainment,uturn.me,operating,2010-01-01,"Advertising,Content,Internet,Music,News,Video","Advertising,Content and Publishing,Internet Services,Media and Entertainment,Music and Audio,Sales and Marketing,Video",SAU,Jeddah,"UTURN is an online entertainment channel that provides edgy, local, interactive, yet professional content for Internet users.",,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.41042067051035663,0.0,0.0,0.3236693091732729
50,b436c884-d62b-9d43-fce5-9966fcdc76ab,Tern,ternbicycles.com,operating,2011-01-01,"Consumer,Manufacturing,Public Transportation","Manufacturing,Other,Transportation",TWN,Taipei,Tern is a company that manufactures bicycles and accessories for urban transport.,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.41042067051035663,0.0,0.0,0.3236693091732729
51,d7db8490-8467-009a-e878-b40395edd02d,Kurio,kurio.id,operating,2014-01-06,"Apps,Audio,Content,Content Creators,Content Syndication,Mobile,Mobile Advertising,News","Advertising,Apps,Content and Publishing,Media and Entertainment,Mobile,Music and Audio,Sales and Marketing,Software",IDN,Dki Jakarta,"Kurio is a smart news app, aggregates news and media content into a single app",2016-01-27,751 days,0.0,0.0,2016-01-27,751 days,1000000.0,6.0,0.0,1.0,0.0,0.0,0,0.16036728592782404,0.0,0.0006641299999940229,0.17010192525481313
52,edc929fd-9652-4f2f-9cc1-2cbb2b0973b3,RedCapital,redcapital.cl,operating,2014-01-01,"Crowdfunding,Financial Services,FinTech,Internet","Financial Services,Internet Services",CHL,Santiago,"RedCapital is the online platform that brings together investors to finance SMEs with the best rates, quickly and safely.",2018-10-19,1752 days,2000000.0,6.301029995663981,,,0.0,0.0,2.0,0.0,0.0,0.0,0,0.3741191543882127,0.0044444444444444444,0.0,0.5466817667044167
53,f9ee796b-6458-2647-847d-f8f92fb86647,Lucidya,lucidya.com,operating,2016-01-01,"Analytics,Artificial Intelligence,Machine Learning,SaaS,Social CRM,Social Media Management","Artificial Intelligence,Data and Analytics,Information Technology,Internet Services,Sales and Marketing,Science and Engineering,Software",SAU,Riyadh,Enterprise B2B SaaS company that aims to reshape customer experience in the MENA region leveraging proprietary AI & NLP technologies.,2019-01-16,1111 days,0.0,0.0,2019-01-16,1111 days,1250000.0,6.096910013008056,0.0,1.0,0.0,0.0,0,0.23724108477471706,0.0,0.0008301624999925286,0.25164212910532274
54,686b42e1-750f-4f35-a3f1-527f4580cbe7,Talentuno,talentuno.com,operating,2016-01-01,"Brand Marketing,Digital Media,Recruiting,Social Recruiting","Media and Entertainment,Professional Services,Sales and Marketing",HUN,Budapest,Recruitment crowdsourcing platform transforming the way people find jobs and companies find talent through personal networks.,2017-12-31,730 days,1788751.0,6.252549889559928,2019-04-12,1197 days,4489998.0,6.6522461475536225,1.0,1.0,0.0,0.0,0,0.15588298099508863,0.0039750022222222224,0.0029819423717131624,0.27112117780294454
55,94686c38-8200-c55f-fc94-73278c08467a,eyerim,eyerim.com,operating,2015-03-01,"E-Commerce,Eyewear,Optical Communication,Shopping","Commerce and Shopping,Consumer Goods,Hardware",SVK,Bratislava,"eyerim is the online optician of Central & Southwest Europe, balancing its well-established e-retailer & high-growth D2C business models.",2015-07-15,136 days,1718497.0,6.235148778321029,2019-02-15,1447 days,3529497.0,6.547712817090464,2.0,2.0,0.0,0.0,0,0.02904121289771514,0.003818882222222222,0.0023440448425889036,0.3277463193657984
56,8dc9566b-f714-f20f-cc03-ca3ca378e259,Gaudena,gaudena.com,operating,2012-08-01,"E-Commerce,Fashion,Shoes","Clothing and Apparel,Commerce and Shopping,Consumer Goods,Design",MEX,Mexico City,Gaudena is an e-commerce platform focused on the online sale and delivery of shoes and accessories.,2017-06-16,1780 days,0.0,0.0,2017-06-16,1780 days,4478452.0,6.651127923811876,0.0,3.0,0.0,0.0,0,0.3800982276318599,0.0,0.0029742743267332315,0.4031710079275198
57,d0c9fba1-12e9-cc2a-570f-cca28215ee27,GoodsMart,goodsmartegypt.com,operating,2013-01-01,"Apps,Delivery Service,E-Commerce,Retail,Shopping","Apps,Commerce and Shopping,Software,Transportation",EGY,Cairo,"GoodsMart is a premium household shopping and delivery app for groceries, personal care, and home care products.",2017-05-03,1583 days,0.0,0.0,2017-05-03,1583 days,750000.0,5.8750612633917,0.0,2.0,0.0,0.0,0,0.338031176596199,0.0,0.0004980974999955172,0.35855039637599095
